X,Y
0.0,0.032093532258370285
0.03144737390980774,0.06798222167921975
0.06289474781961547,-0.007054966535292945
0.09434212172942322,0.07570727615327286
0.12578949563923095,0.22357001373393465
0.15723686954903868,0.1763205177415231
0.18868424345884643,0.09890109225719577
0.22013161736865416,0.16853003181765389
0.2515789912784619,0.34477779403614417
0.2830263651882696,0.31815202406732207
0.31447373909807735,0.22302267900010722
0.3459211130078851,0.23809642883270193
0.37736848691769287,0.3900461683974063
0.4088158608275006,0.46260852369762884
0.44026323473730833,0.4025753040430207
0.47171060864711606,0.3711127475967238
0.5031579825569238,0.4375143483412246
0.5346053564667316,0.5111700918200212
0.5660527303765392,0.635104290422967
0.597500104286347,0.40863129611632265
0.6289474781961547,0.4998408909480755
0.6603948521059625,0.5297357473441279
0.6918422260157702,0.691309970025134
0.723289599925578,0.7795259808406695
0.7547369738353857,0.5638375961043403
0.7861843477451934,0.7247290258176275
0.8176317216550012,0.8595131182941274
0.8490790955648089,0.8599410892063277
0.8805264694746167,0.7164324703261019
0.9119738433844243,0.8150707093631125
0.9434212172942321,0.7440862357666705
0.9748685912040398,0.8296929568577793
1.0063159651138476,0.8630834733405183
1.0377633390236554,0.9503497980952718
1.0692107129334631,0.5851215818415642
1.1006580868432707,0.8639595869609609
1.1321054607530785,0.852062768656882
1.1635528346628863,0.8378863052091311
1.195000208572694,0.8966854602517795
1.2264475824825016,0.9378689747445856
1.2578949563923094,0.8920806607455604
1.2893423303021172,1.0048327937779657
1.320789704211925,0.958951813230429
1.3522370781217328,0.9352605909123062
1.3836844520315403,1.0664114939208247
1.4151318259413481,1.0513746624305464
1.446579199851156,1.160014909009289
1.4780265737609637,1.093207919082387
1.5094739476707715,0.8899369057614952
1.540921321580579,1.069628110501407
1.5723686954903868,0.8682223115282528
1.6038160694001946,0.9283709229079725
1.6352634433100024,1.1245714802482323
1.66671081721981,1.2443189735362705
1.6981581911296177,1.0916523100223774
1.7296055650394255,0.9969682862607379
1.7610529389492333,1.0922415155616714
1.792500312859041,0.9730906781723845
1.8239476867688487,0.962135314441058
1.8553950606786564,0.9828510208627997
1.8868424345884642,0.8291171551218365
1.918289808498272,0.9631010697431999
1.9497371824080796,0.9173988133675859
1.9811845563178874,0.8451676286299246
2.012631930227695,0.9716015526453619
2.0440793041375027,0.8558213253423631
2.0755266780473107,0.556586222082124
2.1069740519571183,0.8433293737044157
2.1384214258669263,0.8461003233615833
2.169868799776734,0.9546958772516952
2.2013161736865414,0.9358125477659353
2.2327635475963494,0.933380230019015
2.264210921506157,0.6843461333816534
2.295658295415965,0.8345464878785267
2.3271056693257726,0.7304485335311707
2.35855304323558,0.8493312448205437
2.390000417145388,0.6970426105168812
2.4214477910551957,0.7214196763902216
2.4528951649650033,0.8699869592548531
2.4843425388748113,0.6346510847612706
2.515789912784619,0.831900673172719
